Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Calochortus amoenus,12467851-n,Q5023089,globe lily with deep rose-pink or purple egg-shaped flowers on flexuous stems; western slopes of Sierra Nevada in San Joaquin Valley,species of plant,OK,TRUE,
Cocculus carolinus,11734232-n,Q5139267,woody vine of southeastern United States resembling the common moonseed but having red fruits,species of plant,OK,TRUE,
Collinsonia canadensis,12865169-n,Q5147449,erect perennial strong-scented with serrate pointed leaves and a loose panicle of yellowish flowers; the eastern United States,species of plant,OK,TRUE,
Sium suave,12965937-n,Q5237228,stout white-flowered perennial found wild in shallow fresh water; northern United States and Asia,species of plant,OK,TRUE,
Encyclia citrina,12081605-n,Q5375639,Mexican epiphytic orchid with glaucous grey-green leaves and lemon- to golden-yellow flowers appearing only partially opened; sometimes placed in genus Cattleya,species of plant,OK,TRUE,
Tricholoma pessundatum,13038199-n,Q5398217,a mildly poisonous agaric with a viscid reddish brown cap and white gills and stalk,species of mushroom,OK,TRUE,
Eucalyptus amygdalina,12356609-n,Q5405517,red gum tree of Tasmania,species of plant,OK,TRUE,
Lepidothamnus fonkii,11677000-n,Q5457723,about the hardiest Podocarpaceae species; prostrate spreading shrub similar to mountain rimu; mountains of southern Chile,species of plant,OK,TRUE,
Tropaeolum peregrinum,12741114-n,Q5477895,a climber having flowers that are the color of canaries,species of plant,OK,TRUE,
Gentianopsis holopetala,12318024-n,Q5533637,small blue-flowered fringed gentian of Sierra Nevada mountains,species of plant,OK,TRUE,
Grindelia robusta,11994103-n,Q5609419,perennial gumweed of California and Baja California,species of plant,OK,TRUE,
Halesia tetraptera,12799158-n,Q5641512,medium-sized tree of West Virginia to Florida and Texas,species of plant,OK,TRUE,
Harpullia pendula,12764902-n,Q5663711,Australian tree yielding a variegated tulipwood,species of plant,OK,TRUE,
Hydnocarpus kurzii,12400048-n,Q5693433,East Indian tree with oily seeds yield chaulmoogra oil used to treat leprosy,species of plant,OK,TRUE,
Pseudowintera colorata,11760883-n,Q5854145,evergreen shrub or small tree whose foliage is conspicuously blotched with red and yellow and having small black fruits,species of plant,OK,TRUE,
Sansevieria trifasciata,12501963-n,Q5859273,stemless plant having narrow rigid leaves often cultivated as a houseplant,species of plant,OK,TRUE,
Pteris multifida,13235238-n,Q5872213,Asiatic fern introduced in America,species of plant,OK,TRUE,
Hulsea algida,12003844-n,Q5936258,low tufted plant having hairy stems each topped by a flower head with short narrow yellow rays; northwestern United States,species of plant,OK,TRUE,
Hypericum gentianoides,12389154-n,Q5958086,annual wiry-stemmed North American weed with minute scalelike leaves and small yellow flowers,species of plant,OK,TRUE,
Salvia lyrata,12886468-n,Q5963510,sage of eastern United States,species of plant,OK,TRUE,
Lepechinia calycina,12872620-n,Q6527334,California plant with woolly stems and leaves and large white flowers,species of plant,OK,TRUE,
Syringa vulgaris,12332096-n,Q6565319,large European lilac naturalized in North America having heart-shaped ovate leaves and large panicles of highly fragrant lilac or white flowers,species of flowering plant,OK,TRUE,
Madia elegans,12014805-n,Q6727675,California annual having red-brown spots near the base of its yellow flower rays,species of plant,OK,TRUE,
Ozothamnus secundiflorus,12020125-n,Q7116673,shrub with white woolly branches and woolly leaves having fragrant flowers forming long sprays; flowers suitable for drying; sometimes placed in genus Helichrysum,species of plant,OK,TRUE,
Paleacrita vernata,02290004-n,Q7127086,moth whose larvae are spring cankerworms,species of insect,OK,TRUE,
Poecilocapsus lineatus,02240520-n,Q7207294,yellow or orange leaf bug with four black stripes down the back; widespread in central and eastern North America,species of insect,OK,TRUE,
Prosopis pubescens,11786658-n,Q7250692,shrub or small tree of southwestern United States and northwestern Mexico having spirally twisted pods,species of plant,OK,TRUE,
Quercus texana,12299382-n,Q7271351,small deciduous tree having the trunk branched almost from the base with spreading branches; Texas and southern Oklahoma,species of plant,OK,TRUE,
Rubus flagellaris,12676112-n,Q7376207,the common dewberry of eastern North America (Rubus flagellaris),species of plant,OK,TRUE,
Selaginella eremophila,13246142-n,Q7447413,prostrate spikemoss; California,species of plant,OK,TRUE,
Spirillum minus,01366528-n,Q7577829,a bacterium causing ratbite fever,presumed species of bacterium,OK,TRUE,
Stenocarpus salignus,12243677-n,Q7607619,tree or tall shrub with shiny leaves and umbels of fragrant creamy-white flowers; yields hard heavy reddish wood,species of plant,OK,TRUE,
Telopea oreades,12244086-n,Q7697821,tall shrub of eastern Australia having oblanceolate to obovate leaves and red flowers in compact racemes,species of plant,OK,TRUE,
Trichostema dichotomum,12892619-n,Q7841020,aromatic plant of the eastern United States,species of plant,OK,TRUE,
Ulmus alata,12426809-n,Q7879360,North American elm having twigs and young branches with prominent corky projections,species of plant,OK,TRUE,
Vangueria infausta,12691519-n,Q7914865,small deciduous tree of southern Africa having edible fruit,species of plant,OK,TRUE,
Wisteria frutescens,12601644-n,Q8027753,an eastern United States native resembling the cultivated Japanese wisteria having pale purple-lilac flowers,species of plants,OK,TRUE,
Cinchona lancifolia,12684766-n,Q8346201,Colombian tree; source of Cartagena bark (a cinchona bark),species of plant,OK,TRUE,
Holarrhena pubescens,11793348-n,Q9096302,tropical Asian tree with hard white wood and bark formerly used as a remedy for dysentery and diarrhea,species of plant,OK,TRUE,
Polygonum aubertii,12621867-n,Q10350936,twining perennial vine having racemes of fragrant greenish flowers; western China to Russia,species of plant,OK,TRUE,
Frankliniella fusca,02274938-n,Q10498532,injurious to growing tobacco and peanuts,species of insect,OK,TRUE,
Ixodes spinipalpis,01781442-n,Q10538746,a species of hard-bodied tick; transmits Lyme disease spirochete to cottontail rabbits and wood rats (Ixodes spinipalpis),species of arachnid,OK,TRUE,
Clitoria mariana,12537950-n,Q10865523,large-flowered wild twining vine of southeastern and central United States having pale blue flowers,species of plant,OK,TRUE,
Cimicifuga foetida,11749611-n,Q10905072,bugbane of Siberia and eastern Asia having ill-smelling green-white flowers,species of plant,OK,TRUE,
Belamcanda chinensis,12436578-n,Q10957184,garden plant whose capsule discloses when ripe a mass of seeds resembling a blackberry,species of plant,OK,TRUE,
Piscidia piscipula,12580023-n,Q10968429,small tree of West Indies and Florida having large odd-pinnate leaves and panicles of red-striped purple to white flowers followed by decorative curly winged seedpods; yields fish poisons,species of plant,OK,TRUE,
Schizophragma hydrangeoides,12812550-n,Q11287263,climbing shrub with adhesive aerial roots having opposite leaves and small white flowers in terminal cymes; Himalayas to Taiwan and Japan,species of plant,OK,TRUE,
Pteris serrulata,13235383-n,Q11799266,fern of North Africa and Azores and Canary Islands,species of plant,OK,TRUE,
Verbesina alternifolia,12051377-n,Q11933237,perennial herb with showy yellow flowers; the eastern United States,species of plant,OK,TRUE,
Centaurium scilloides,12311809-n,Q11985047,tufted perennial of western Europe and Azores having bright pink to white flowers,species of plant,OK,TRUE,
Thermopsis villosa,12594152-n,Q12070907,eastern United States bush pea,species of plant,OK,TRUE,
Austrocedrus chilensis,11653735-n,Q12981787,a small South American evergreen having coppery bark and pretty foliage,species of plant,OK,TRUE,
Rubus fruticosus,12674773-n,Q13541716,the true blackberry of Europe as well as any of numerous varieties having sweet edible black or dark purple berries,species of plant,OK,TRUE,
Wolffia columbiana,11816657-n,Q13962206,smallest flowering plants known; of the Americas,species of plant,OK,TRUE,
Rheum australe,12624034-n,Q15247758,Asian herb (Himalayas),species of plant,OK,TRUE,
Bidens bipinnata,11960818-n,Q15251279,common bur marigold of the eastern United States,species of plant,OK,TRUE,
Chrysolepis sempervirens,12285600-n,Q15328842,evergreen shrub similar to golden chinkapin; mountains of California,species of plant,OK,TRUE,
Fuchsia coccinea,12364270-n,Q15332540,erect or climbing shrub of Brazil with deep pink to red flowers,species of plant,OK,TRUE,
Zygocactus truncatus,11874948-n,Q15336358,South American jointed cactus with usually red flowers; often cultivated as a houseplant; sometimes classified as genus Schlumbergera,species of plant,OK,TRUE,
Jacquinia keyensis,12120704-n,Q15345269,West Indian shrub or small tree having leathery saponaceous leaves and extremely hard wood,species of plant,OK,TRUE,
Callirhoe triangulata,12196115-n,Q15359615,densely hairy perennial having mostly triangular basal leaves and rose-purple flowers in panicled clusters,species of plant,OK,TRUE,
Clematis versicolor,11751219-n,Q15369316,woody vine of the southern United States having purple or blue flowers with leathery recurved sepals,species of plant,OK,TRUE,
Iliamna remota,12201869-n,Q15375635,a rare mallow found only in Illinois resembling the common hollyhock and having pale rose-mauve flowers; sometimes placed in genus Sphaeralcea,species of plant,OK,TRUE,
Pyrola elliptica,12277225-n,Q15387050,North American evergreen with small pinkish bell-shaped flowers and oblong leaves used formerly for shinplasters,species of plant,OK,TRUE,
Xyris operculata,12626633-n,Q15478297,of Australia,species of plant,OK,TRUE,
Lysiloma sabicu,11783611-n,Q15531794,West Indian tree yielding a hard dark brown wood resembling mahogany in texture and value,species of plant,OK,TRUE,
Acacia catechu,11777659-n,Q15535916,East Indian spiny tree having twice-pinnate leaves and yellow flowers followed by flat pods; source of black catechu,species of plant,OK,TRUE,
Protium guianense,12714113-n,Q15544906,tropical American tree with a girth often exceeding ten feet,species of plant,OK,TRUE,
Zigadenus venenosus,12488097-n,Q15547277,plant of western North America to Mexico; poisonous especially to grazing animals,species of plant,OK,TRUE,
Schizopetalon walkeri,11916610-n,Q15549014,a dainty South American annual having deeply pinnatifid leaves and racemes of fringed almond-scented purple-white flowers,species of plant,OK,TRUE,
Polygala alba,12725980-n,Q15577754,perennial bushy herb of central and southern United States having white flowers with green centers and often purple crest; similar to Seneca snakeroot,species of plant,OK,TRUE,
Olearia haastii,12018961-n,Q15586910,bushy New Zealand shrub cultivated for its fragrant white flower heads,species of plant,OK,TRUE,
Campanula aparinoides,12058677-n,Q15596433,bellflower common in marshes of eastern North America having lanceolate linear leaves and small whitish flowers,species of plant,OK,TRUE,
Raoulia australis,12026775-n,Q15601234,perennial prostrate mat-forming herb with hoary woolly foliage,species of plant,OK,TRUE,
Cheilanthes eatonii,13230358-n,Q15610746,lip fern of Texas to Oklahoma and Colorado and Arizona and Mexico having tall erect tufted fronds,species of plant,OK,TRUE,
Homo sapiens,02477408-n,Q15978631,the only surviving hominid; species to which modern man belongs; bipedal primate having language and ability to make and use complex tools; brain volume at least 1400 cc,species of mammal,OK,TRUE,
Leptopteris superba,12975113-n,Q16984393,New Zealand with pinnate fronds and a densely woolly stalks; sometimes included in genus Todea,species of plant,OK,TRUE,
Pyrola americana,12276842-n,Q16988962,evergreen of eastern North America with leathery leaves and numerous white flowers,species of plant,OK,TRUE,
Ruptiliocarpon caracolito,12722884-n,Q17250335,large Costa Rican tree having light-colored wood suitable for cabinetry; similar to the African lepidobotrys in wood structure as well as in fruit and flowers and leaves and seeds; often classified in other families,species of plant,OK,TRUE,
Oleandra mollis,13225174-n,Q17264116,tropical fern having leathery fronds resembling oleander; found from Asia to Polynesia,species of plant,OK,TRUE,
Dacrydium colensoi,11674889-n,Q17363786,New Zealand silver pine of conical habit with long slender flexuous branches; adapted to cold wet summers and high altitudes,species of plant,OK,TRUE,
Nierembergia frutescens,12929828-n,Q17400389,shrubby Chilean herb having bluish-white tubular flowers used as an ornamental,species of plant,OK,TRUE,
Dipsacus sylvestris,12703857-n,Q17465474,European teasel with white to pink flowers; naturalized in United States,species of plant,OK,TRUE,
Penstemon davidsonii,12906716-n,Q17514283,mat-forming plant with blue and lavender flowers clustered on short erect stems; British Columbia to northern California,species of plant,OK,TRUE,
Heuchera cylindrica,12819392-n,Q17780590,plant with leathery heart-shaped leaf blades clustered at base of long stalks with greenish-white flowers clustered along the upper part; western North America,species of plant,OK,TRUE,
Hypericum hypericoides,12389583-n,Q17812225,low shrubby plant having yellow flowers with four petals arranged in a cross; Bermuda and southeastern United States to West Indies and eastern Mexico,species of plant,OK,TRUE,
Thrinax morrisii,12618788-n,Q19848649,small stocky fan palm of southern Florida and Cuba,species of plant,OK,TRUE,
Antirrhinum filipes,12898397-n,Q4775223,southwestern United States plant with yellow flowers on stems that twist and twine through other vegetation,species of plant,OK,TRUE,
Anchusa riparia,12838764-n,Q21244137,anchusa of southern Africa having blue to red-purple flowers,species of plant,OK,TRUE,
Sesbania exaltata,12590121-n,Q21297263,tall-growing annual of southwestern United States widely grown as green manure; yields a strong tough bast fiber formerly used by Indians for cordage,species of plant,OK,TRUE,
Seriola dorsalis,02581559-n,Q21297408,game fish of southern California and Mexico having a yellow tail fin,species of fish,OK,TRUE,
Erythrina corallodendrum,12548887-n,Q21874216,deciduous shrub having racemes of deep red flowers and black-spotted red seeds,species of plant,OK,TRUE,
Eugenia jambos,12352735-n,Q21874222,tropical tree of the East Indies cultivated for its edible fruit,species of plant,OK,TRUE,
Acrocomia vinifera,12604429-n,Q22110820,tropical American palm having edible nuts and yielding a useful fiber,species of plant,OK,TRUE,
Pseudomonas solanacearum,01363754-n,Q22112649,causes brown rot in tomatoes and potatoes and tobacco etc,species of bacterium,OK,TRUE,
Ovis musimon,02418475-n,Q24145539,wild mountain sheep of Corsica and Sardinia,species of mammal,OK,TRUE,
Matricaria matricarioides,12015865-n,Q24851007,annual aromatic weed of Pacific coastal areas (United States and northeastern Asia) having bristle-pointed leaves and rayless yellow flowers,species of plant,OK,TRUE,
Pterocnemia pennata,01524397-n,Q25006711,smaller of two tall fast-running flightless birds similar to ostriches but three-toed; found from Peru to Strait of Magellan,species of bird,OK,TRUE,
Spinus tristis,01534966-n,Q27075861,American finch whose male has yellow body plumage in summer,species of bird,OK,TRUE,
Tarsius syrichta,02504554-n,Q27334504,the Philippine tarsier (Tarsius syrichta),species of mammal,OK,TRUE,
Marattia salicina,13236156-n,Q27828610,large Australasian evergreen fern with an edible rhizome sometimes used as a vegetable by indigenous people,species of bracken fern,OK,TRUE,
Toxicodendron vernicifluum,12788408-n,Q28933284,small Asiatic tree yielding a toxic exudate from which lacquer is obtained,species of poisonous plant used to produce urushiol-based lacquer,OK,TRUE,
Leiophyllum buxifolium,12259757-n,Q32858428,low-growing evergreen shrub of New Jersey to Florida grown for its many white star-shaped flowers and glossy foliage,species of plant,OK,TRUE,
Davallia pyxidata,13209517-n,Q38230025,a hare's-foot fern of the genus Davallia,species of Equisetopsida,OK,TRUE,
Aster shortii,11955656-n,Q38783181,perennial of southeastern United States having usually blue flowers,species of plant,OK,TRUE,
Lespedeza stipulacea,12564144-n,Q39151992,annual native to Korea but widely cultivated for forage and hay in hot dry regions,species of plant,OK,TRUE,
Habenaria peramoena,12088639-n,Q39369293,orchid of northeastern and alpine eastern North America closely related to the purple fringed orchids but having rosy-purple or violet flowers with denticulate leaf divisions,species of plant,OK,TRUE,
Homarus capensis,01986470-n,Q40481921,small lobster of southern Africa,species of crustacean,OK,TRUE,
Lagopus scoticus,01799160-n,Q40655821,reddish-brown grouse of upland moors of Great Britain,species of bird,OK,TRUE,
Seiurus aurocapillus,01572908-n,Q40659522,American warbler; builds a dome-shaped nest on the ground,orthographic error for Seiurus aurocapilla,OK,TRUE,
Lemaireocereus chichipe,11869336-n,Q41793280,tall treelike Mexican cactus with edible red fruit,species of plant,OK,TRUE,
Cnemidophorus tesselatus,01689449-n,Q43308270,markings are darker and more marked than in western whiptail; from southeastern Colorado to eastern Chihuahua,species of reptile,OK,TRUE,
Cortinarius corrugatus,13095780-n,Q49414038,a fungus with a viscid wrinkled tawny cap; the stalk has a basal bulb that diminishes as the stalk elongates; the gills are dark violet at first but soon turn brown,species of fungus,OK,TRUE,
Xanthosoma atrovirens,11813872-n,Q49629862,tropical American aroid having edible tubers that are cooked and eaten like yams or potatoes,species of plant,OK,TRUE,
Triturus vulgaris,01633311-n,Q50407527,small semiaquatic salamander,species of amphibian,OK,TRUE,
Mustela vison,02445646-n,Q50407587,usually rich dark brown,species of mammal,OK,TRUE,
Dicentra spectabilis,11930740-n,Q50828764,garden plant having deep-pink drooping heart-shaped flowers,species of plant,OK,TRUE,
Boswellia carteri,12712785-n,Q50829154,tree yielding an aromatic gum resin burned as incense,species of plant,OK,TRUE,
Cornus stolonifera,12968304-n,Q50831688,common North American shrub with reddish purple twigs and white flowers,species of plant,OK,TRUE,
Corypha gebanga,12610219-n,Q50831918,large-leaved palm of Malay to Philippines and northern Australia; leaves used for thatching or plaiting into containers,species of plant,OK,TRUE,
Halimodendron argenteum,12554235-n,Q50842198,"spiny shrub of the Caspian salt plains and Siberia having elegant silvery, downy young foliage and mildly fragrant pink-purple blooms",species of plant,OK,TRUE,
Linaria canadensis,12904860-n,Q50844254,North American plant having racemes of blue-violet flowers,species of plant,OK,TRUE,
Lespedeza striata,12563960-n,Q50844423,an annual of tropical Asia naturalized in United States,species of plant,OK,TRUE,
Orbignya martiana,12613305-n,Q50850031,tall feather palm of northern Brazil with hard-shelled nuts yielding valuable oil and a kind of vegetable ivory,species of plant,OK,TRUE,
Quercus grosseserrata,12295834-n,Q50852441,oak with moderately light fine-grained wood; Japan,species of plant,OK,TRUE,
Quercus borealis,12298317-n,Q50852457,large symmetrical deciduous tree with rounded crown widely distributed in eastern North America; has large leaves with triangular spiny tipped lobes and coarse-grained wood less durable than that of white oaks,species of plant,OK,TRUE,
Viburnum trilobum,12701163-n,Q50877103,deciduous North American shrub or small tree having three-lobed leaves and red berries,species of plant in the Adoxaceae family,OK,TRUE,
Tricholoma flavovirens,13038549-n,Q54357581,an edible agaric with yellow gills and a viscid yellow cap that has a brownish center,species of fungus,OK,TRUE,
Cantharellus floccosus,13025400-n,Q59511989,a mildly poisonous fungus with a fruiting body shaped like a hollow trumpet,species of fungus,OK,TRUE,
Coprinus atramentarius,13026744-n,Q62921457,having a cap that melts into an inky fluid after spores have matured,synonym of fungus (for basionym hierarchy),OK,TRUE,
Culcita dubia,13212518-n,Q65935500,"resembles Pteridium aquilinum; of Queensland, Australia",species of fern,OK,TRUE,
Leucaena glauca,11782902-n,Q65941858,low scrubby tree of tropical and subtropical North America having white flowers tinged with yellow resembling mimosa and long flattened pods,species of plants,OK,TRUE,
Caesalpinia sepiaria,12509551-n,Q67248398,spreading thorny shrub of tropical Asia bearing large erect racemes of red-marked yellow flowers,species of plant,OK,TRUE,
Stropharia rugoso-annulata,13031981-n,Q84822961,a large gilled fungus with a broad cap and a long stalk; the cap is dark brown; the white gills turn dark purplish brown with age; edible and choice,species of fungus,OK,TRUE,
Coptis groenlandica,11752521-n,Q85197594,low-growing perennial of North America woodlands having trifoliate leaves and yellow rootstock and white flowers,,OK,TRUE,
Cucurbita mixta,12182698-n,Q87618253,plant bearing squash having globose to ovoid fruit with variously striped grey and green and white warty rinds,species of plant,OK,TRUE,
Montia lamprosperma,11881956-n,Q98105970,small Indian lettuce of northern regions,,OK,TRUE,
Schlumbergera buckleyi,11873825-n,Q104924393,epiphytic cactus of Brazilian ancestry widely cultivated as a houseplant having jointed flat segments and usually rose-purple flowers that bloom in winter,,OK,TRUE,
Sardinops caerulea,02536176-n,Q106383686,small pilchards common off the pacific coast of North America,species of fish,OK,TRUE,
Pomacentrus leucostictus,02609381-n,Q106410671,a blue and yellow damselfish of Bermuda and Florida and the West Indies,species of fish,OK,TRUE,
Epinephelus fulvus,02571965-n,Q106418886,black-spotted usually dusky-colored fish with reddish fins,species of fish,OK,TRUE,
Makaira albida,02634405-n,Q106426240,small marlin (to 180 pounds) of western Atlantic,species of fish,OK,TRUE,
Erolia alpina,02030146-n,Q106447283,small common sandpiper that breeds in northern or Arctic regions and winters in southern United States or Mediterranean regions,species of birds,OK,TRUE,
Boletus zelleri,13078399-n,Q107527263,an edible and choice fungus that has a brown cap with greenish yellow under surface and a stalk that become dull red with age,species of fungus,OK,TRUE,
Cantharellus clavatus,13025586-n,Q107546750,an edible agaric with a brown fruiting body that is often compound,species of fungi in the genus Cantharellus,OK,TRUE,
Hygrophorus kauffmanii,13092791-n,Q107750823,a fungus with a slightly viscid cap; cap and gills are reddish brown and the stalk is grey,species of fungi in the genus Hygrophorus,OK,TRUE,
Hygrophorus tennesseensis,13093623-n,Q107751568,a fungus having a brownish sticky cap with a white margin and white gills and an odor of raw potatoes,species of fungi in the genus Hygrophorus,OK,TRUE,
Brassia lawrenceana,12068353-n,Q109509683,South American orchid with spiderlike pale-yellow to pale-green flowers,,OK,TRUE,
Encyclia venosa,12082115-n,Q109521235,Mexican epiphytic orchid having pale green or yellow-green flowers with white purple-veined lip,,OK,TRUE,
Habenaria nivea,12088173-n,Q109524901,slender fringed orchid of eastern North America having white flowers,,OK,TRUE,
Gasterosteus pungitius,01458102-n,Q109538522,confined to rivers,species of fish,OK,TRUE,
Apocynum pumilum,11788577-n,Q109577313,North American plant similar to common dogbane,,OK,TRUE,
Iliamna acerifolia,12202129-n,Q110135881,perennial of northwestern United States and western Canada resembling a hollyhock and having white or pink flowers,,OK,TRUE,
Montia cordifolia,11881707-n,Q111699640,succulent plant with mostly basal leaves; stem bears 1 pair of broadly ovate or heart-shaped leaves and a loose raceme of 3-10 white flowers; western North America,,OK,TRUE,
Proboscidea arenaria,12896457-n,Q112115808,alternatively placed in genus Martynia,,OK,TRUE,
Anoa depressicornis,02411684-n,Q122849001,small buffalo of the Celebes having small straight horns,species of mammal,OK,TRUE,
Avena sativa,12130602-n,Q12104,widely cultivated in temperate regions for its edible grains,type of cereal,OK,TRUE,
Tringa totanus,02030689-n,Q18859,a common Old World wading bird with long red legs,species of bird,OK,TRUE,
Sterna hirundo,02045987-n,Q18875,common tern of Eurasia and America having white black and grey plumage,species of bird,OK,TRUE,
Pan paniscus,02485281-n,Q19537,small chimpanzee of swamp forests in Zaire; a threatened species,"one of two species in the genus Pan, along with the common chimpanzee",OK,TRUE,
Tympanuchus cupido,01801347-n,Q19630,the most common variety of prairie chicken,species of bird,OK,TRUE,
Blatta orientalis,02236595-n,Q20869,dark brown cockroach originally from orient now nearly cosmopolitan in distribution,species of cockroach,OK,TRUE,
Arctium minus,11945130-n,Q20996,a plant that is ubiquitous in all but very acid soil; found in most of Europe and North Africa,species of plant,OK,TRUE,
Iris pseudacorus,12435107-n,Q21173,"common yellow-flowered iris of Europe and North Africa, naturalized in United States and often cultivated",species of plant,OK,TRUE,
Sambucus nigra,12699962-n,Q22701,a common shrub with black fruit or a small tree of Europe and Asia; fruit used for wines and jellies,species of plant,OK,TRUE,
Upupa epops,01832683-n,Q25247,pinkish-brown hoopoe with black-and-white wings,species of bird,OK,TRUE,
Accipiter gentilis,01609163-n,Q25353,large hawk of Eurasia and North America used in falconry,species of bird,OK,TRUE,
Ciconia nigra,02005378-n,Q25398,Old World stork that is glossy black above and white below,species of bird,OK,TRUE,
Phalacrocorax carbo,02056690-n,Q25440,large voracious dark-colored long-necked seabird with a distensible pouch for holding fish; used in Asia to catch fish,species of bird,OK,TRUE,
Anas clypeata,01851617-n,Q25940,freshwater duck of the Northern Hemisphere having a broad flat bill,species of bird,OK,TRUE,
Scolopax rusticola,02033952-n,Q26114,short-legged long-billed migratory Old World woodcock,species of bird,OK,TRUE,
Tussilago farfara,12050104-n,Q26302,perennial herb with large rounded leaves resembling a colt's foot and yellow flowers appearing before the leaves do; native to Europe but now nearly cosmopolitan; used medicinally especially formerly,species of plant,OK,TRUE,
Circus aeruginosus,01612597-n,Q26431,Old World harrier frequenting marshy regions,species of bird,OK,TRUE,
Cygnus columbianus,01862137-n,Q26603,swan that nests in tundra regions of the New and Old Worlds,species of bird,OK,TRUE,
Aythya marila,01854214-n,Q26635,large scaup of North America having a greenish iridescence on the head of the male,species of bird,OK,TRUE,
Branta canadensis,01860273-n,Q26733,"common greyish-brown wild goose of North America with a loud, trumpeting call",species of wild goose,OK,TRUE,
Orcinus orca,02073946-n,Q26843,predatory black-and-white toothed whale with large dorsal fin; common in cold seas,species in the oceanic dolphin family,OK,TRUE,
Arenaria interpres,02027893-n,Q26892,common Arctic turnstone that winters in South America and Australia,species of bird,OK,TRUE,
Arvicola amphibius,02344626-n,Q27016,common large Eurasian vole,species of mammal,OK,TRUE,
Illicium anisatum,11729514-n,Q27019,small shrubby tree of Japan and Taiwan; flowers are not fragrant,species of plant,OK,TRUE,
Culex pipiens,02204658-n,Q27958,common house mosquito,species of mosquito,OK,TRUE,
Coturnix coturnix,01807711-n,Q28358,the typical Old World quail,species of bird,OK,TRUE,
Elettaria cardamomum,12378810-n,Q33466,rhizomatous herb of India having aromatic seeds used as seasoning,species of plant,OK,TRUE,
Anacardium occidentale,12780033-n,Q34007,tropical American evergreen tree bearing kidney-shaped nuts that are edible only when roasted,species of plant,OK,TRUE,
Rangifer tarandus,02436556-n,Q39624,Arctic deer with large antlers in both sexes; called ‘reindeer’ in Eurasia and ‘caribou’ in North America,species of deer,OK,TRUE,
Trichechus manatus,02076483-n,Q40261,sirenian mammal of tropical coastal waters of America; the flat tail is rounded,species of mammal,OK,TRUE,
Acherontia atropos,02302498-n,Q41524,European hawkmoth with markings on the back resembling a human skull,species of moth,OK,TRUE,
Allium tuberosum,12456282-n,Q42285,a plant of eastern Asia; larger than Allium schoenoprasum,"species of plant, Garlic chives",OK,TRUE,
Felis silvestris,02127733-n,Q43576,bushy-tailed wildcat of Europe that resembles the domestic cat and is regarded as the ancestor of the domestic cat,species of mammal,OK,TRUE,
Lymantria dispar,02288741-n,Q45532,European moth introduced into North America; a serious pest of shade trees,species of insect,OK,TRUE,
Orycteropus afer,02085443-n,Q46212,nocturnal burrowing mammal of the grasslands of Africa that feeds on termites; sole extant representative of the order Tubulidentata,species of mammal,OK,TRUE,
Camelus dromedarius,02439943-n,Q71516,one-humped camel of the hot deserts of northern Africa and southwestern Asia,largest living camelid,OK,TRUE,
Diceros bicornis,02395813-n,Q95036,African rhino; in danger of extinction,species of mammal,OK,TRUE,
Rosa pendulina,12641422-n,Q102088,European alpine rose with crimson flowers,species of rose,OK,TRUE,
Equisetum arvense,13240731-n,Q107592,of Eurasia and Greenland and North America,species of plant,OK,TRUE,
Juniperus horizontalis,11658976-n,Q121427,low to prostrate shrub of Canada and northern United States; bronzed purple in winter,species of plant,OK,TRUE,
Procyon lotor,02510844-n,Q121439,North American raccoon,species of mammal native to North America,OK,TRUE,
Capreolus capreolus,02436177-n,Q122069,small graceful deer of Eurasian woodlands having small forked antlers,species of mammal,OK,TRUE,
Rosmarinus officinalis,12884920-n,Q122679,widely cultivated for its fragrant grey-green leaves used in cooking and in perfumery,plant species,OK,TRUE,
Carcharhinus limbatus,01492561-n,Q125236,widely distributed shallow-water shark with fins seemingly dipped in ink,species of fish,OK,TRUE,
Canis aureus,81495019-n,Q128098,a jackal native to Europe and Asia with a golden coat,species of mammal,OK,TRUE,
Papaver rhoeas,11922669-n,Q130201,annual European poppy common in grain fields and often cultivated,species of plant,OK,TRUE,
Drosophila melanogaster,02200341-n,Q130888,small fruit fly used by Thomas Hunt Morgan in studying basic mechanisms of inheritance,species of fly,OK,TRUE,
Agrobacterium tumefaciens,01357365-n,Q131472,the bacteria that produce crown gall disease in plants,species of bacterium,OK,TRUE,
Corynebacterium diphtheriae,01369341-n,Q131649,a species of bacterium that causes diphtheria,species of bacterium,OK,TRUE,
Bubulcus ibis,02012926-n,Q132669,small white egret widely distributed in warm regions often found around grazing animals,species of bird in the genus Bubulcus,OK,TRUE,
Senna alexandrina,12520484-n,Q132675,erect shrub having racemes of tawny yellow flowers; the dried leaves are used medicinally as a cathartic; sometimes placed in genus Cassia,species of plant,OK,TRUE,
Elephas maximus,02506644-n,Q133006,Asian elephant having smaller ears and tusks primarily in the male,species of mammal,OK,TRUE,
Saxifraga aizoides,12814044-n,Q133893,tufted evergreen perennial having ciliate leaves and yellow corymbose flowers often spotted orange,species of plant,OK,TRUE,
Brugmansia arborea,12920297-n,Q134360,a South American plant that is cultivated for its large fragrant trumpet-shaped flowers,species of plant,OK,TRUE,
Spizella arborea,01538975-n,Q135913,finch common in winter in the northern U.S.,species of bird,OK,TRUE,
Ictiobus niger,01448234-n,Q136536,fish of the lower Mississippi,species of fish,OK,TRUE,
